[00000.00-00003.58] 那我们就正式进入到人的历史厂时的一个学习当中来
[03686.12-03688.28] 就列在政策就开始这么去打
[03688.28-03689.76] 当然这神话都弄得描述
[03689.76-03691.32] 但是也能够看得出来
[03691.32-03693.56] 他主要的在这过程当中
[03693.56-03696.84] 我们所说他那个气使其实相当点是不叫大
[03696.84-03699.48] 而打了几年之后最后功课了
[03699.48-03702.60] 我们称这位叫做三战皇帝德其志
[03702.60-03705.96] 所以一般形容版权之战说三战而德其志的占意
[03705.96-03708.52] 大家知道就是我们所说的叫做
[03708.52-03709.72] 版权执战
[03709.72-03711.84] 同样把这个版权执战写旁边
[03711.84-03713.00] 然后再后面标志一下
[03713.00-03715.28] 叫三战然后得起制
[03715.28-03716.56] 三战然后得起制
[03716.56-03717.96] 但这个地方我们说了
[03717.96-03720.24] 它其实是我们所说的皇帝
[03720.24-03722.36] 以及眼地之间的战争
[03722.36-03722.72] 对吧
[03722.72-03724.76] 而他们两个主要是在什么留远
[03724.76-03726.68] 他们两个主要是在我们所说的
[03726.68-03727.96] 黄河流域
[03729.08-03731.04] 他们两个主要是在我们所说的
[03731.04-03732.16] 黄河流域文明
[03732.16-03734.36] 那就说在黄河流域线不断发展
[03734.36-03738.92] 但是广河留域和常常留域最后也一定会碰上
[03738.92-03742.68] 所以在这里面就发生了和皇帝有关的第二场战役
[03742.68-03745.96] 就是我们所说的叫做桌路之战
[03745.96-03748.44] 桌路之战和版形之战最大的一个不同
[03748.44-03751.96] 桌路之战它是布洛集团之间的战者
[03751.96-03753.80] 啥又布洛集团之间的战者
[03753.80-03755.48] 就是大群压了
[03755.48-03756.76] 就是大群压了
[03756.76-03759.80] 当时按照我们所说的相对记载
[03759.80-03762.12] 这两个战争打的相当之惨烈
[03762.12-03766.22] 当时的这个吃油它是在长腰留育发展起来的部落
[03766.22-03766.72] 对吧
[03766.72-03769.28] 我们知道它是90组90组
[03769.28-03771.08] 也就是我们尝说的这个东西
[03771.08-03772.62] 两地方就打起来了
[03772.62-03773.88] 在桌路之站当中
[03773.88-03775.42] 按照记载说皇帝
[03775.42-03777.48] 刷吃油80医胸地
[03777.48-03778.68] 80医胸地
[03778.68-03780.22] 当时在记载当中说的是啥呢
[03780.22-03781.96] 叫做同头铁鱼
[03781.96-03784.52] 你看过什么样的人的头是同的
[03784.52-03784.80] 对吧
[03784.80-03786.20] 同头铁鱼
[03786.20-03787.68] 实杀实子
[03787.68-03789.88] 吃的都是杀实正东西
[03789.88-03793.26] 作立兵政 刀级大威政天下
[03793.26-03794.22] 正确一例
[03794.22-03796.98] 我们所说的兵庆王的一放
[03796.98-03798.24] 都下死人了
[03798.24-03800.48] 吃油作业已做精明了
[03800.48-03802.28] 气是相当之呼吴红了
[03802.28-03804.52] 所以当时作努之战
[03804.92-03806.52] 就是我们所说的这种情况
[03806.52-03808.88] 这是我们所说的生时这么后大
[03808.88-03809.84] 最开始的时候
[03809.84-03811.76] 其实是吃油去攻打延地
[03811.76-03813.92] 延地就抵抗没有抵抗住
[03813.92-03815.12] 后来打败了
[03815.12-03817.48] 然后他就开始去找皇帝来帮他
[03817.48-03820.56] 所以這種情況之下就變成了部落和部落之間的這個
[03820.56-03821.82] 我們所說的戰爭啊
[03821.82-03824.12] 部落集團之間的戰爭打勸壓了
[03824.12-03826.96] 當時桌路之戰的皇帝和我們所說吃有啊
[03826.96-03828.22] 就戰九不生
[03828.22-03830.16] 那九戰九是怎麼打一打不下來
[03830.16-03831.04] 而吃有呢
[03831.04-03833.44] 叫做吃有做大物三天
[03833.44-03835.76] 當然在打的時候就放大物放了三天
[03835.76-03837.72] 那這個時候皇帝就不知道皇帝打了
[03837.72-03841.96] 所以在北斗星的其實其實之下就做了第一個叫做指南車
[03841.96-03843.52] 所以大家知道指南車
[03843.52-03846.24] 也和皇帝有關指南車也和皇帝有關
[03846.24-03847.52] 是做了指南车
[03847.52-03850.04] 然后在这个时候还提高过
[03850.04-03851.28] 就是酒天选女
[03851.28-03854.16] 是不是下来帮助了皇帝
[03854.16-03856.08] 决选你下来帮助皇帝的时候
[03856.08-03858.80] 皇帝就是做了八百面就做虧皮股
[03858.80-03859.80] 那个虧啊
[03859.80-03860.96] 就长得像牛银
[03860.96-03862.32] 只过就只有一个脚
[03862.32-03864.96] 他也是我们所说的上午神肉之一啊
[03864.96-03867.20] 这个虧声音如雷
[03867.20-03869.96] 所以当时就把这个虧的皮做成了股
[03869.96-03871.28] 当时在打招的时候
[03871.28-03872.48] 虧红到什么程度
[03872.48-03873.46] 八十面
[03873.46-03874.46] 亏披护
[03874.46-03876.46] 一球声音非常小
[03876.46-03879.26] 叫做生文500里以为天下
[03879.26-03880.66] 这个声音500里
[03880.66-03883.46] 相当于一今天的20050公里
[03883.46-03885.46] 250公里有多远
[03885.46-03887.26] 北京到保定的距离
[03887.26-03890.06] 或者是河南安洋到山东基南的距离
[03890.06-03891.46] 就你再去挑这个谷
[03891.46-03891.86] 对吧
[03891.86-03892.86] 你在河南球
[03892.86-03894.26] 我在山东就听见了
[03894.26-03896.66] 那就是这种生日相当之后大
[03896.66-03898.26] 而打了这么长时间
[03898.26-03899.86] 就是我们所说的9战9个生
[03899.86-03903.06] 最后雙方决战技术之言
[03903.06-03904.86] 这个双方节战记录之一
[03904.86-03907.02] 在晒一当中晒已经当中有记载
[03907.02-03907.70] 大家知道
[03907.70-03909.98] 第二个点就是在晒一当中记载的
[03909.98-03912.26] 在晒已经大光北京当中说的
[03912.26-03915.10] 在绝这技术之一的时候
[03915.10-03917.18] 就出来了一个和我们所说的晒
[03917.18-03918.30] 已经有关的点过
[03918.30-03920.14] 就是我们所说的女伴
[03920.14-03921.02] 那就是女伴
[03921.02-03923.02] 在大光北京当中就记载了
[03923.02-03924.38] 说有人一轻一
[03924.38-03925.54] 名约黄地女伴
[03925.54-03926.70] 公之记录之一
[03926.70-03927.62] 用龙续水
[03927.62-03930.30] 持有请风博与国重大风雨
[03930.30-03933.74] 在打仗的过程当中 黄利的请英文来报
[03933.74-03936.30] 就是我们现在所说的龙当中的一种
[03936.30-03938.10] 一般请来这种龙度吃吧
[03938.10-03940.74] 然后就让它吐水
[03940.74-03942.42] 然后吃有请风锅鱼
[03942.42-03943.22] 我重大风鱼
[03943.22-03945.02] 结果烧黄都打成鱼战
[03945.02-03946.38] 鱼停不下来了
[03946.38-03947.74] 鱼是就把鱼拔掉来了
[03947.74-03949.26] 鱼拔过来之后的鱼停了
[03949.26-03950.30] 所以刷吃有
[03950.30-03951.58] 所以这是我们所说的
[03951.58-03952.50] 桌路之战
[03952.50-03954.26] 而吃有被打在之后呢
[03954.26-03955.62] 因为防止它再做乱
[03955.62-03958.66] 就把吃有分开去给它埋账了
[03958.66-03961.86] 可以说 吃有最后 被深守预触了
[03961.86-03964.26] 当然 现在有很多的传说都吃过
[03964.26-03967.30] 比如说 在山西的界限的延级当中
[03967.30-03968.74] 那个延纯的水是红色的
[03968.74-03970.14] 大家都说是吃有血
[03970.14-03972.34] 当然这都是我们所说的故事
[03972.34-03974.02] 但在这里面需要大家去掌握呢
[03974.02-03975.30] 就是大家要明确
[03975.30-03976.74] 首先第一个桌路执政
[03976.74-03978.74] 他和我们所说的这个
[03978.74-03980.02] 版权执政不一样了
[03980.02-03982.26] 版权执政还几乎在黄河流域
[03982.26-03983.86] 还是布洛单个的
[03983.86-03985.54] 而到了我们所说的桌路执政
[03985.54-03987.14] 布洛集团之间打群价了
[03987.14-03991.90] 而我们所说的战场一从黄河流业 指指从黄河流业和我们所说的
[03992.84-03996.50] 长江流业之间的这种我们所说的这种抗争
[03996.50-03997.50] 这在这
[03997.50-04001.26] 在这场战争当中我们知道相关的点顾比有时候只难车的发明
[04001.26-04003.86] 比如说我们所说的女葵都在这里出现
[04003.86-04007.22] 这种桌路之战它其实有一个非常重大的一个意义
[04007.22-04011.22] 它的意义其实在那就是这个桌路之战打蓝之后
[04011.22-04014.78] 就是电定了我们所说的华下文明的基础
[04014.78-04017.70] 也是在這種情況之下,中華方面開始統一了
[04017.70-04024.30] 我們現在經常說自己是嚴皇子孫,嚴皇子孫
[04024.62-04028.22] 嚴皇子孫,其實就是皇帝和演地
[04028.22-04031.42] 而真正電電我們所說的華下一組
[04031.42-04035.50] 這種情況其實其實在桌路之戰上,其實在桌路之戰上
[04035.50-04037.98] 這個就是我們所說的,大家注意一下
[04037.98-04041.02] 我們所給到的和皇帝有關的
[04041.02-04042.66] 我们所说的点顾
[04042.66-04044.66] 龙去顶活两个战亿
[04044.66-04045.78] 一个是板权之战
[04045.78-04046.78] 一个是桌路之战
[04046.78-04048.58] 当然和皇帝有关的
[04048.58-04049.54] 还有一个是什么呢
[04049.54-04050.82] 就是在文学上
[04051.74-04052.70] 不要长好的
[04052.70-04054.26] 这是皇帝的妻子
[04054.26-04055.14] 皇帝的妻子
[04055.14-04055.94] 雷祖
[04058.90-04059.98] 雷祖做了啥呢
[04059.98-04060.74] 大家就知道
[04060.74-04062.34] 雷祖特别显慧
[04062.34-04063.58] 就是养残
[04064.54-04065.54] 搜斯
[04068.82-04069.32] 然后
[04069.32-04070.72] 刷完絲之後 該買呢
[04070.72-04072.12] 開始直播
[04072.72-04076.44] 這時候 中國就有了絲籌文明
[04076.44-04078.96] 這時候就開始中國就開始了絲籌文明
[04079.24-04082.56] 這個就是我們所說的關於上午武士當中
[04082.56-04083.56] 我們設一道電
[04083.56-04085.72] 同一個要掌握上午武士
[04085.72-04087.24] 有哪些男士成就
[04087.24-04089.16] 第二個就上午武士當中的
[04089.16-04090.84] 神弄士和宣援士
[04090.84-04093.20] 他們兩個之間設一道的電固
[04093.20-04095.20] 尤其是宣誓皇帝的電固
[04095.20-04096.32] 大家要注意一下
[04096.32-04097.48] 這是我們所說的
[04097.48-04100.82] 有关于历史点目当中的战亿
[04100.82-04102.22] 我们需要做的区分
[04102.22-04103.38] 除了这个战亿之外
[04103.38-04105.52] 我们还要有一个考点上的区分
[04105.52-04107.02] 这个考点上的区分是什么呢
[04107.02-04109.16] 刚才我们提到了神弄事
[04109.16-04111.76] 被创作为辈教作农业之神
[04111.76-04112.20] 对吧
[04113.40-04114.06] 神弄事
[04114.06-04115.22] 就是我们所说的严弟
[04115.22-04116.30] 教作农业之神
[04116.30-04118.66] 这里面还会设议到另外一个点过是什么呢
[04118.66-04119.84] 就是农神
[04119.84-04122.44] 大家知道这个农神和农业之神不一样
[04122.44-04124.36] 这个点在各别地区的三支衣服
[04124.36-04126.00] 考试的时候考到过
[04126.00-04128.00] 各位地区三织一副考试一会考到过
[04128.00-04130.60] 这里面我们所说的这个农审
[04130.60-04132.60] 或者我们也把他称维交个什么呢
[04132.60-04135.40] 我们也把他称维交做农夜时足
[04138.00-04139.40] 农夜时足
[04139.80-04141.36] 我把它写在一起
[04141.36-04142.60] 他们两说的是一会事
[04142.60-04143.80] 这个人说的是谁呢
[04143.80-04144.60] 大家注意一下
[04144.60-04146.40] 这个人说的是后季
[04148.60-04150.60] 说的是我们所说的后季
[04150.60-04152.20] 说的是我们所说的后季
[04152.20-04153.40] 这个是我们所说的
[04153.40-04154.80] 农夜之神
[04154.80-04156.80] 也被成就位叫做濃烈食杜
[04156.80-04157.70] 濃烈食杜
[04157.70-04161.08] 那这首我们所后级和濃省和濃烈之神不一样
[04161.08-04162.54] 大家注意下这第一个
[04162.54-04164.46] 第二个除了区分他们两个之外
[04164.46-04166.90] 我们经常还听过叫做江山设计
[04166.90-04167.24] 对吧
[04167.24-04170.30] 我们都知道设计带纸的是江山
[04170.30-04172.04] 设计带纸的是江山
[04172.04-04174.54] 那这里面的设带的带纸的是什么呢
[04174.54-04175.54] 大家就一下设
[04175.54-04178.26] 它其实是我们所说的叫做土地之神
[04182.26-04184.10] 设纸的是我们所说的
[04184.10-04186.86] 土地人看这个字就知道一个是一个土
[04186.86-04189.58] 对吧 那是一般都和神笛有关系
[04189.58-04191.46] 那这里面土就是我们所说的
[04191.46-04192.94] 是个代表是土地之上
[04192.94-04196.10] 在中国自古以来 是不是就是我们所说的
[04196.10-04199.70] 有这种激动业的这样的一个起属在里面
[04199.70-04200.22] 对吧
[04200.22-04202.58] 而我们所说的江山涉及当中的涉
[04202.58-04203.98] 其实代表就是土
[04203.98-04205.66] 我们以前就做五色土
[04205.66-04209.46] 五色土就是轻色红色、蓝色、黑色等等
[04209.46-04210.74] 这是这几种颜色
[04210.74-04212.98] 这种颜色的五色土放在一起
[04212.98-04215.66] 就被稱為代表的天下
[04215.66-04216.46] 代表是天下
[04216.46-04218.54] 就意味著普天之下墨飛往土
[04218.54-04220.70] 所以我們所說的江山涉及
[04220.70-04221.94] 就藉由土地
[04221.94-04223.46] 又由所說的無故
[04223.46-04225.22] 所以涉代表的土地只是
[04225.22-04227.18] 而藉就是我們所說的
[04227.18-04229.22] 後繼也是農審農業十足
[04229.22-04230.58] 他也是故神
[04230.58-04232.54] 太被稱為無故之神
[04232.54-04234.14] 我把他寫在補充在這
[04234.14-04235.54] 被稱為故神
[04236.82-04238.50] 或者叫做無故之神
[04238.50-04239.78] 這是他的由來
[04239.78-04241.02] 所以在考試過程當中
[04241.02-04242.38] 同時要去做區分
[04242.38-04243.66] 同樣去做區分
[04243.66-04245.70] 這個就是我們所說的
[04245.70-04248.06] 上古武士
[04248.06-04250.58] 雖然上古武士之後我們就來看一下
[04250.58-04252.86] 我們所說的三皇武帝的故事
[04252.86-04255.06] 那首先三皇指的是哪三皇
[04255.06-04257.54] 在不同的輸中它有不同的表述
[04257.54-04258.34] 同樣知道
[04258.34-04259.78] 一共是有三種說法
[04259.78-04261.38] 但最強考的是兩種
[04261.38-04262.38] 第一種就是
[04262.38-04264.10] 碎人福西
[04264.58-04265.58] 和神龍
[04265.58-04268.38] 第二種就叫做福西女灣和神龍
[04268.38-04270.38] 那比要常見其實上面這一種
[04270.38-04274.50] 就是随人 天皇 福西 人皇 神農 地皇
[04274.50-04276.74] 这是比较长见的一种分类
[04276.74-04277.50] 那还有一种呢
[04277.50-04279.74] 就是没有随人 但是有女婉
[04280.22-04281.86] 所以大家就以下这是我们所说的
[04281.86-04283.74] 三皇 代表这道是马鲜
[04283.74-04285.38] 在这里面比较长好的除了
[04285.38-04286.70] 三皇是哪些之外呢
[04286.70-04289.78] 就让它会考到就是问三皇之首是谁
[04289.78-04291.38] 那这里大家知道
[04291.82-04295.10] 三皇之首在这个地方有两种情况
[04295.10-04297.62] 一种呢可能是我们所说的随人是
[04297.62-04301.62] 一种就是所说的福西
[04304.62-04308.62] 同一们如果他考到三皇这首是谁
[04308.62-04310.62] 你看他选项给那个
[04310.62-04313.62] 给那个咱就选那个
[04313.62-04316.62] 这个是我们所说的三皇
[04319.62-04321.62] 除了三皇之外我们来看一些第二个
[04321.62-04323.62] 就是我们所说的五弟
[04323.62-04326.62] 这五弟只得是皇弟专徐地库
[04326.62-04328.42] 咬還有我們所說的順
[04328.42-04329.44] 這是五弟
[04329.44-04331.58] 那五弟當中的皇帝咱們講過了
[04331.58-04333.78] 那接下來需要同學去掌握的就是
[04334.56-04335.82] 我們在五弟當中
[04335.82-04338.66] 需要大家去掌握就是我們常說的咬順宇
[04339.16-04341.22] 那這裡面的咬和順還有魚
[04341.22-04343.52] 它其實處在一個比較特殊的時代
[04343.52-04347.36] 是我國原理社會像努力社會過度的這樣的一個時期
[04347.36-04349.66] 就是我們所說的咬順宇的時期
[04349.92-04351.96] 而在我們所說的三皇五弟時期
[04352.22-04353.50] 我們所說的這個
[04353.76-04355.30] 統治者的這個位置
[04355.30-04357.38] 我们应该叫做部落的手掌
[04357.38-04358.82] 那像部落的手掌
[04358.82-04360.38] 那他一般请玩实现是什么呢
[04360.38-04361.78] 我们说了他玩插曲的时候
[04361.78-04363.82] 我们所给到的叫做善让制
[04363.82-04365.82] 善让制的本制就是干嘛
[04365.82-04366.78] 你有裁呢
[04366.78-04367.82] 然后我就把他怎么样
[04367.82-04368.78] 让给你
[04368.78-04370.10] 这时候我们所说的善让制
[04370.10-04371.42] 那我们所说的杨
[04371.42-04373.06] 就把他的王位传给了事
[04373.06-04374.50] 为什么传维顺呢
[04375.22-04377.26] 因为和顺有关的点过有两个
[04377.26-04379.94] 因为顺当时是也效闻名的
[04379.94-04380.94] 是以效闻名的
[04380.94-04382.06] 是这个效啊
[04382.06-04382.90] 是效闻的效
[04382.90-04384.06] 是以效闻名的
[04384.06-04386.58] 那和睡有关的点工其实两个
[04386.58-04389.20] 一个叫做工工历山一个叫做笑感
[04389.20-04390.74] 冬天那笑的冬天
[04390.74-04393.58] 工工历山的其实说得和笑的冬天
[04393.58-04395.82] 其实它是有前后联系的
[04395.82-04397.58] 当时说这个睡呢
[04397.58-04400.34] 它其实它的父亲不太好
[04400.34-04401.94] 它的父亲特别的惨暴啊
[04401.94-04402.80] 它有一个妈妈
[04402.80-04405.26] 就是它的后妈后妈妈也很坚确
[04405.26-04406.26] 它有一个地理
[04406.26-04407.50] 它的地理有特别不好
[04407.50-04409.66] 这三人就没事总想着
[04409.66-04411.58] 就是想怎么样杀了这个睡
[04411.58-04412.78] 杀了这个睡
[04412.78-04413.82] 然后怎么啥啥呢
[04413.82-04416.74] 比如说让市人去那个股倉上面去修东写
[04416.74-04418.74] 然后这个市人在上面修任了
[04418.74-04419.94] 他们下面就在那放火
[04419.94-04422.14] 结果这个市人就从股倉越下
[04422.14-04424.14] 逃过了我们所说的这个火节
[04424.14-04426.86] 又或者说让市人去挖紧
[04426.86-04428.06] 市人在下面挖紧
[04428.06-04430.30] 然后他们结果就在下面放火
[04430.30-04432.34] 就在那填土
[04432.34-04433.58] 就像把市买掉
[04433.58-04437.10] 结果这个市人就挖了这个地道就跑了
[04437.10-04439.30] 跑了之后出来就回到没事一样
[04439.30-04440.58] 对它的父亲也很好
[04440.58-04442.30] 然后对它的母亲也特别好
[04442.30-04445.98] 所以在这里就有我们所说的什么呢
[04445.98-04449.54] 叫做是叫做公公立山公公立山
[04449.54-04452.58] 然后有向位之工有鳥位置元
[04452.58-04454.54] 也就是说它的这个我们刚才所说
[04454.54-04457.42] 它这个故事就感动了天地
[04457.42-04459.30] 所以它在立山公公的时候
[04459.30-04461.94] 天地就派大项,把它去中地
[04461.94-04464.42] 然后派鳥,把它去跟远
[04464.42-04466.86] 所以叫做有向位之工有鳥位置元
[04466.86-04469.62] 所以叫做公公立山
[04469.62-04471.50] 而瞬他的这个效益
[04472.30-04473.66] 也被纳入到了什么呢
[04473.66-04475.70] 也被纳入到了24校当中
[04478.70-04480.06] 纳入到了24校当中
[04480.06-04481.78] 24校当中的第一个故事
[04481.78-04483.54] 就是校感冬天
[04483.54-04485.14] 就是我们走舍校感冬天
[04485.14-04487.90] 所以这是我们所说的和瞬有关的
[04487.90-04490.26] 而瞬就把他的这个王位
[04490.26-04490.94] 不能叫王位
[04490.94-04493.46] 就把他的这个统治者的位置传给了语
[04493.46-04494.54] 传给了大语
[04494.54-04496.10] 那和大语语有关的事情呢
[04496.10-04497.50] 经常就会考到一下
[04497.50-04499.06] 哪一个和不是语
[04499.06-04501.66] 或者是哪一項世界和語沒有關係
[04501.66-04503.50] 那和語有關的我們就知道
[04503.50-04506.18] 人第一個就是我們所說的當事要傳遇
[04506.18-04507.58] 與大語的說大語先說
[04507.58-04509.14] 叫先組不在地位
[04509.14-04511.06] 不在地位就說他的父親
[04511.70-04512.94] 還有他的爺爺
[04512.94-04514.06] 從來沒有一個
[04514.06-04516.22] 是我們所說的當上不足首領
[04516.22-04518.58] 都是為人成
[04518.58-04519.82] 而在這種情況之下
[04519.82-04522.14] 順命與虛滅
[04522.14-04524.14] 於是當年至水的時候
[04524.14-04526.14] 是先派他的父親去制
[04526.14-04527.74] 結果他父親賭沒賭出
[04527.74-04530.26] 所以在这种情况就太大一起支持水
[04530.26-04533.14] 所以叫做我们所说顺命与序滚液
[04533.14-04535.34] 而大与之水 至的是什么水呢
[04535.34-04537.78] 大家都知道大与之水 三国加门而不入
[04537.78-04539.74] 那主要是的是黄河水
[04541.02-04541.86] 黄河水
[04541.86-04543.42] 所以这是我们所在大与之水
[04543.42-04544.58] 因为大与之水有功
[04544.58-04546.62] 所以顺就把王位传给了
[04546.62-04548.98] 遇遇 而到了遇到后期的时候
[04548.98-04551.10] 大家知道大与要让妹的时候
[04551.10-04552.50] 其实想而让妹的是什么呢
[04552.50-04554.38] 建于叫遇见高游
[04554.38-04556.26] 实时把王位传给高游
[04556.26-04561.16] 高雅是我们所说的4升之一,高雅是我们所说的4升之一,
[04561.88-04563.38] 到上5次升,
[04565.56-04569.84] 上5次升是谁呢,就是游顺与加高雅。
[04573.50-04577.76] 就做游顺与在加上高雅。
[04577.76-04583.16] 他想把这个位置传给它,但是高雅那个时候的,还没等它在传内高雅就已经去世了。
[04583.88-04585.92] 后来呢,他想把这个位置,
[04585.92-04587.56] 传给高姚之子
[04587.56-04589.00] 也就是我们所说的博异
[04589.00-04592.48] 博异就知道自己不太适合做统治者
[04592.48-04594.08] 后来博异就跟他说说
[04594.08-04595.76] 看女儿子挺不错的
[04595.76-04598.40] 那你不如就把你这个博异是传给你的儿子吧
[04598.40-04600.24] 于是就有了后面的一个
[04600.24-04601.72] 就是传类下期
[04605.64-04606.44] 传类下期
[04606.44-04607.84] 一旦传类下期
[04607.84-04610.24] 我们先请我们整个使钱的
[04610.24-04612.12] 这个段的故事就结束了
[04612.12-04613.92] 传类下期之后我们说了
[04613.92-04616.12] 那工田下變成了家田下
[04616.12-04618.12] 王位開始在一家之內傳承
[04618.12-04619.76] 就開啟了我們所說的
[04619.76-04621.84] 先請時期的第一個王朝
[04621.84-04623.52] 就是我們所說的下朝
[04623.52-04625.12] 下朝是我們下業客
[04625.12-04626.72] 到底他們去講解的那種
[04626.72-04628.76] 這一節客我們就講到這裡
