[00000.00-00007.68] 好,我们接下来看一下第3个问题,就是我们所说的这个犯罪,他在时间上的这样一个状态
[03319.20-03320.36] 着手之后他说了
[03320.36-03321.24] 看雨昏碎
[03321.24-03322.60] 认为要为已经发生作用
[03322.60-03324.60] 随即尋找离开自杀之处
[03324.60-03325.20] 然后呢
[03325.20-03326.40] 由于排会一天
[03326.40-03327.64] 牺牲毁意
[03327.64-03328.32] 遇就意
[03328.32-03329.52] 你看在这里
[03329.52-03331.68] 他看到银一整怎么样
[03331.68-03334.44] 昏睡 认为要起作用就开始离开了
[03334.44-03337.12] 想要帮一找到一个看思想要什么
[03337.12-03338.32] 自杀的这种地方
[03338.32-03340.20] 或者是自己自杀的地方分析管他的
[03340.20-03341.36] 反正他是离开了
[03341.36-03342.64] 他如果一旦离开
[03342.64-03344.64] 同学们行为中了没有
[03344.64-03345.64] 行为中了
[03345.64-03347.04] 如果一旦行为中了
[03347.04-03348.52] 成为呈现终局形态
[03348.52-03350.24] 当他离开的那一刻起
[03350.24-03353.20] 他的犯罪已经进入到了中局形态了
[03355.84-03357.08] 因为他已经离开了
[03357.08-03357.56] 对吧
[03357.56-03359.48] 他之前的犯罪行为已经结束了
[03359.48-03360.80] 所以他才会离开的
[03360.80-03363.62] 所以已经进入到我们所说的什么 终即形态了
[03363.62-03365.40] 当然最后他的女友死没死
[03365.40-03366.18] 没死
[03366.18-03368.74] 他的女友没死是因为他主动放弃吗 不是
[03368.74-03370.28] 是因为一直以外的原因
[03370.28-03372.28] 所以你看他是主手后
[03372.28-03375.02] 由于意志以外的因素
[03375.02-03378.20] 所以他的女友没死 所以他一定成立的是犯罪什么
[03378.20-03378.98] 未谁
[03378.98-03381.02] 老师他回去救他了
[03381.02-03383.06] 你看他还在这时候跑回去
[03383.06-03385.12] 然后说极忙的把人送完一样的
[03385.12-03387.50] 那个预救与发现他已经被人送走了
[03387.50-03389.50] 如果是他想要放棄了
[03389.50-03390.70] 但是咱们说了
[03390.70-03392.62] 一个犯罪行为
[03392.62-03395.02] 他只能成些一种终局形态
[03395.02-03396.46] 当他离开的时候
[03396.46-03397.70] 他的犯罪
[03397.70-03399.66] 寄随的终局形态已经形成了
[03399.66-03401.18] 这个时候他哪怕
[03401.18-03403.86] 有主观上小放棄杀人的政策情况
[03403.86-03405.42] 也不能成立终制
[03405.42-03406.30] 明白了吧
[03406.30-03407.86] 所以这是我们前面也大说的
[03407.86-03409.50] 只能有一个犯罪终局形态
[03409.50-03411.50] 那这里面我们就能够知道了
[03411.98-03413.42] 他既然成立犯罪位随
[03413.42-03414.22] 对他怎么法
[03414.22-03416.30] 可以比较寄随犯从轻或者是
[03416.30-03417.14] 減轻触发呆
[03417.14-03419.18] 最终体选择的是第二个
[03419.18-03420.10] A选项
[03420.10-03421.48] 说比赵剧随分
[03421.48-03424.10] 从轻減轻或面除面除是什么
[03424.10-03425.06] 反正一倍的
[03425.06-03425.78] 所以它不是
[03425.78-03427.54] 所以选须到面除触发
[03427.54-03428.82] 应当面除是什么
[03428.82-03430.54] 是犯罪终止
[03430.54-03431.98] 没有造成損害的
[03431.98-03432.46] 对不对
[03432.46-03434.94] 所以终体选择的是第二个
[03434.94-03436.22] 这是第四体
[03436.22-03436.82] 第五体
[03436.82-03437.82] 来看一下
[03437.82-03440.10] 说阳海省份居住的小章
[03440.10-03441.02] 应感情问题
[03441.02-03443.22] 与与临村旅游产生的矛盾
[03443.22-03444.22] 准备
[03444.22-03445.54] 了
[03445.54-03447.82] 准备了神所西瓜的物品
[03447.82-03450.46] 四肌准备对女友不利
[03450.46-03452.66] 你看这个时候他只是什么阶段
[03452.66-03453.78] 他只是预备阶段
[03453.78-03455.34] 他有没有主手实行
[03455.34-03456.46] 没有主手实行
[03456.46-03459.02] 所以他这个时候只是预备阶段
[03459.46-03460.78] 对预备行为
[03460.78-03462.86] 你看后音排风东路
[03462.86-03464.50] 领寸被其中安置
[03464.50-03466.90] 小张无法得知女友的位置碎放弃
[03466.90-03468.30] 你看他是在预备阶段
[03468.30-03470.38] 那就是在主手之前了
[03470.38-03470.78] 对吧
[03470.78-03472.26] 主手前的
[03472.74-03473.54] 预备
[03473.54-03475.14] 只是第一步判断出来了
[03475.14-03478.38] 第二个 亦之以内以外的 台风它控制不了
[03478.38-03480.38] 所以是亦之外的因素
[03480.38-03482.18] 主手前 亦之外
[03482.18-03484.42] 这时候属于犯罪的预备
[03484.42-03485.38] 所以第五题证
[03485.38-03487.54] 所以你看还是两不走
[03487.54-03488.46] 好
[03488.46-03492.06] 这就是我们所说的有关于犯罪的形态
[03492.06-03493.50] 你要把这几个形态
[03493.50-03494.50] 反反恰复复得
[03494.50-03496.86] 去给他从时间线上去
[03496.86-03497.62] 他去分出来
[03497.62-03498.90] 其实相对来说不难
[03498.90-03499.70] 难在什么呢
[03499.70-03501.50] 对后来说相对输标能
[03501.50-03503.70] 就是大家对于这个主手的标准
[03503.70-03504.94] 不太好判断
[03504.94-03506.18] 你一定要扎住
[03506.18-03507.08] 就是左手
[03507.08-03510.98] 它的一个标准是现实直接进迫的危险
[03510.98-03512.58] 这个点 大家一定要注意
[03512.58-03515.14] 其他的你就按照我们所说的基本概念
[03515.14-03517.42] 去往里向公式要往里透
[03517.42-03518.22] 就行了
[03518.22-03519.58] 这个就说我们所说的
[03519.58-03520.94] 时间醒太
