[00000.00-00004.26] 那么了解了科技发展的昨天也就是科技发展史
[03505.92-03508.20] 它的一个应用以及它的一个基本情况
[03508.20-03509.20] 大家要掌握
[03509.20-03511.48] 那这样的象就提到了抄中和失踪
[03511.48-03514.04] 这个需要我们做重点掌握
[03514.04-03516.16] 就是不需要去做它的受力分析
[03516.16-03521.08] 同一位只需要知道抄中的状态是什么 两个向上加速和向下检素
[03521.08-03524.24] 失踪的状态是什么 向上检素和向下加速
[03524.24-03526.28] 它如果只要在这里面这么烤
[03526.28-03527.12] 那大家就知道
[03527.12-03528.72] 它无论烤的有多难
[03528.72-03530.32] 就把握住这个状态来分析
[03530.32-03533.12] 它到底是处在向上加还是向下检
[03533.12-03535.80] 分析出来就行了 崩击这个这么难的
[03535.80-03537.08] 你如果都能分析出来
[03537.08-03538.92] 咱们刚才讲的时候 同们听懂了
[03538.92-03540.72] 其他的问题都不大
[03540.72-03542.72] 所以大家注意一下就操重和失重
[03542.72-03545.48] 那最后一个就想掉了这儿生活当中的
[03545.48-03546.16] 利学严理
[03546.16-03548.28] 在生活当中立学里当中讲了
[03548.28-03549.32] 火车的轨道
[03549.32-03550.44] 讲了我们所说的
[03550.44-03551.24] 博努力原理
[03551.24-03553.32] 尤其是博努力原理的应用
[03553.32-03554.92] 我们再去讲他的时候
[03554.92-03556.12] 讲到了三个现象
[03556.12-03558.04] 这三个现象都有考察
[03558.04-03559.72] 这是第一个我们所说的
[03559.72-03560.40] 利学
