[00000.00-00004.74] 稍分大家好,今天我們接著來學習民法的內容
[03660.42-03662.02] 或者一看到这个土就麻转
[03662.02-03662.66] 没有必要
[03662.66-03664.74] 他其实就是分不走来的
[03664.74-03667.78] 在这里我们需要掌握的就是大家要知道
[03667.78-03669.66] 第一个合同生效量不走
[03669.66-03670.34] 哪两步呢
[03670.34-03673.18] 第一步要有要约第二步要有成都
[03673.18-03675.66] 第一步要有要约
[03675.66-03678.10] 第二步要承诺只是两步走
[03678.10-03680.54] 那要约升小和承诺升小
[03680.54-03682.90] 要约升小表示可以约说说人
[03682.90-03684.82] 承诺成小代表合同成立
[03684.82-03687.70] 然后从合同成立点上去画这个时间走
[03687.70-03689.26] 然后再去拆分
[03689.26-03690.26] 大家注意一下
[03690.26-03692.38] 而考试的时候经常就会考
[03692.38-03693.34] 我刚才所说的
[03693.34-03695.90] 哪一个什么要约升小的时间
[03695.90-03698.10] 承诺升小的时间合同成立的时间
[03698.10-03699.86] 要能够在时间走上去画分
[03699.86-03701.62] 第二个还会考你变息
[03701.62-03704.38] 什么叫做钥医撤回 什么叫钥医撤敲销
[03704.38-03707.10] 就一个时间点 钥医生销前后
[03707.10-03709.10] 一个叫撤回 一个叫撤销
[03709.10-03710.66] 第3个点 大家要注意一下
[03710.66-03712.26] 除了考这些理解之外
[03712.26-03713.66] 大家在这里要明确
[03713.66-03715.30] 我们在书上给大家设置的
[03715.30-03718.66] 都叫做钥医的撤回 和钥医的撤销
[03718.66-03720.98] 我在这里没有给到叫做承诺
[03720.98-03722.46] 它的一个撤销问题
[03723.54-03725.70] 大际下 未没有给到承诺的撤销
[03725.70-03727.54] 在这里没有给到承诺的撤销
[03727.54-03728.74] 所以同能在旁边
[03728.74-03730.34] 去进行一个简单的标助
[03730.34-03731.22] 在旁边写上
[03731.22-03735.02] 这是成诺只能撤回不能撤销
[03736.74-03738.54] 现在旁边这是成诺
[03740.58-03741.94] 只能撤回
[03745.62-03746.58] 不能撤销
[03750.38-03751.30] 记住这个点就行了
[03751.30-03753.42] 如果他在这里面考到了一个判断体
[03753.42-03754.42] 或判断写效
[03754.42-03756.14] 说爱我可以撤销成诺
[03756.14-03757.14] 正确法对不对
[03757.14-03758.14] 正确法对不对
[03758.14-03759.14] 所以你再旁标注意下
[03759.14-03762.72] 城诺只能撤回不能撤休
[03762.72-03764.00] 城诺只能撤回不能撤休
[03764.00-03765.54] 那城诺的撤回
[03765.54-03767.08] 其实就是何什么相反
[03767.08-03769.20] 这何刚才我们所说的要求相反
[03769.20-03770.40] 就是一个人是
[03770.40-03771.94] 一个是要越人反毁了
[03771.94-03772.96] 这是我三会了
[03772.96-03775.02] 我这个时候就做要越的撤回和撤休
[03775.02-03776.04] 还有一个就啥
[03776.04-03777.32] 就是你反会了
[03777.32-03779.10] 那你反会了时候可以怎么样
[03779.10-03781.66] 可以做出撤回程度
[03781.66-03783.46] 就是你说你想要这个手表
[03783.46-03783.98] 对吧
[03783.98-03788.06] 突然直接你把你说OK的这个信件发出之后你反会了
[03788.06-03790.46] 那这个反馆,那你可以撤回
[03790.46-03792.08] 那撤回的话是怎么样
[03792.08-03794.96] 是你的承诺到达我之前
[03794.96-03796.02] 你可以撤回的
[03796.02-03798.36] 所以在这里面,你的撤回是
[03798.36-03800.56] 2月10号之前,你都可以撤回
[03800.56-03802.14] 2月10号之前都可以撤回
[03802.14-03804.44] 但这个承诺它的这个撤回呢
[03804.44-03805.92] 你简单了解一下就行了
[03805.92-03808.90] 因为我们说了撤回都是在生较之前撤回了
[03808.90-03809.64] 你看
[03809.64-03811.78] 要越生较之前,叫要越的撤回
[03811.78-03814.42] 承诺生较之前,叫做承诺的撤回
[03814.42-03816.46] 所以我们所说的这个
[03816.46-03819.86] 撤回它是在生效之前的撤回
[03819.86-03822.74] 所以大家对于我们所说的
[03822.74-03825.46] 承诺的撤回就不用特殊去记了
[03825.46-03827.58] 所以重点还是在这张图上
[03827.58-03828.62] 还在这张图上
[03828.62-03831.06] 所以我尽量地已经给大家去
[03831.06-03833.70] 通过各种方式把它总结在一张图上了
[03833.70-03835.22] 我家一通去们回去的时候
[03835.22-03836.86] 听完了这一部分的内容
[03836.86-03840.18] 你就把它回去自己去一点一点树理一下
[03840.18-03840.62] 好吧
[03840.62-03843.34] 这个就是我们所说的有关于合同
[03843.34-03844.98] 它的一个成立
[03844.98-03846.10] 它的一个成立问题
[03846.10-03848.92] 大家知道,分钟成练两步走,OK了
[03849.56-03851.74] 好,这就是合同的成练
