[00000.00-00004.76] 好,那我们了解了河通是如何一部一部定力之后呢?
[03518.70-03524.70] 到了9月1号这个时候大注意9月1号这个时候你是不是已经旅行了单方解除权
[03524.70-03527.66] 那旅行了单方解除权是解除了原合痛
[03527.66-03533.78] 但是人家原合痛6月1号都9月1号你上个上课了原本的那个合同是不是有效的?
[03533.78-03534.76] 是有效的
[03534.76-03537.74] 所以那个河通从最开始的时候就是有效的
[03537.74-03539.60] 而就我们在前面也来讲了
[03539.60-03541.58] 河通解除的前提制
[03541.58-03543.44] 一定是有有效河透
[03543.44-03545.10] 所以人家河通是有效的
[03545.10-03547.08] 只我现在出现了不可抗力或者
[03547.08-03550.86] 它维约了它造成的这一系列的河通不能旅行
[03550.86-03553.32] 但并不意味着从最开始的时候
[03553.32-03555.62] 这个原河透它就是无效的
[03555.62-03556.64] 明白这个意思吧
[03556.64-03558.30] 所以在这里大家注意一下
[03558.30-03560.08] 如果说法定解除之后
[03560.08-03561.60] 它说产生的后果
[03561.60-03562.98] 第一个不影响河通效力
[03562.98-03565.06] 不仅不仅想和不效率还不影响什么
[03565.06-03567.14] 不影响委员责任
[03569.46-03570.54] 不影响委员责任
[03570.54-03572.26] 因为毕竟是委员放作错了
[03572.26-03573.06] 我们刚才说了
[03573.06-03574.66] 是不是如果这个机构
[03574.66-03576.10] 他没有给你培训完
[03576.10-03577.86] 你这时候可以要求他承担
[03577.86-03578.42] 委员责任
[03578.42-03580.42] 出友传有权配上的损失
[03580.42-03581.46] 所以不影响委员责任
[03581.46-03583.42] 同时也不影响
[03584.98-03586.02] 担保责任
[03588.90-03590.42] 从此也不影响
[03590.42-03591.54] 担保责任
[03591.54-03594.02] 这个就是我们所说的
[03594.02-03596.66] 合同解除后的法律后果
[03596.66-03598.98] 尤其要注意一下他不影响合同效量
[03598.98-03600.50] 他经常会回小考我们
[03600.50-03601.38] 怎么考呢
[03601.38-03603.38] 说出现了一个什么样的状况
[03603.38-03605.74] 然后这个时候两个公司之间
[03605.74-03607.14] 或两个自然人之间反正就是
[03607.14-03609.66] 他们就把这个合同解除了
[03609.66-03612.74] 说那关于以上说法正确的是
[03612.74-03613.90] 他就紧接着给了一个
[03613.90-03615.78] 说由于双方解除了合同
[03615.78-03618.38] 所以合同他是无效的
[03618.38-03620.18] 正确法对不对
[03620.18-03621.38] 不对
[03621.38-03622.50] 虽然合同解除了
[03622.50-03624.26] 但合同解除的前提是什么
[03624.26-03625.50] 是有效合同
[03625.50-03627.06] 叫做有合同科技
[03627.06-03628.22] 所以这种情况之下
[03628.22-03630.30] 合同原本的效率不影响
[03630.30-03631.82] 只会现在是合同根本目的
[03631.82-03632.70] 不能实现
[03632.70-03634.10] 你可能造成维约了
[03634.10-03635.70] 才到这个合同解除
[03635.70-03637.50] 所以它是两回事
[03637.50-03638.26] 所以在这里
[03638.26-03639.54] 它如果在选项当中
[03639.54-03640.42] 考虑间提目说
[03640.42-03641.38] 因为合同解除了
[03641.38-03642.22] 所以合同无效
[03642.22-03643.18] 这说来对不对
[03643.18-03643.58] 不对
[03643.58-03645.22] 合同的效率不收影响
[03645.22-03645.82] 所以不影响
[03645.82-03646.70] 合同效率不影响
[03646.70-03647.42] 为约责任
[03647.42-03648.14] 不影响
[03648.14-03649.18] 但某责任
[03649.18-03649.90] 所以在这里面
[03649.90-03650.62] 大家注意一下
[03650.62-03654.46] 这是法定核头解除它的一个法律后果
[03654.46-03657.22] 这我们就把整个核冬解除给大家说完了
[03657.22-03658.98] 咱们做一个简单的处理好不好
[03658.98-03660.98] 我们说了核头的解除
[03662.66-03663.94] 核头的解除
[03663.94-03664.98] 核头的解除
[03664.98-03666.22] 我们当时讲到了
[03666.22-03669.26] 说它的类型有两种一种是协议解除
[03669.26-03672.10] 也就是我们所说的双方达成核易之后
[03672.10-03673.26] 没啥核烤的
[03673.26-03675.34] 另外一个就是单方解除
[03675.34-03676.66] 单方解除
[03676.66-03678.34] 我们说了有两种情况
[03678.34-03680.92] 運用情況就是咱們在合同成立之初
[03680.92-03682.82] 就已經約定好了解除市有
[03682.82-03684.82] 這個叫約定解除權
[03686.10-03687.54] 叫做約定解除權
[03687.54-03689.52] 咱們在最開始的時候已經說好了
[03689.52-03693.74] 就叫約定了解除市有
[03694.30-03694.78] 對吧
[03694.78-03696.58] 這是我們所說的這種情況
[03696.58-03698.94] 它一種就叫做法定解除權
[03698.94-03699.84] 法定解除權
[03699.84-03701.62] 說這時候它有兩種情況
[03701.62-03703.24] 一種叫一般法定解除權
[03703.24-03704.90] 一種叫特殊法定解除權
[03704.90-03706.86] 咱們不用畫合那麼劑
[03706.86-03709.26] 咱们就知道他有法定解除就行了
[03709.26-03711.62] 法定解除我们讲了这么一种情况
[03711.62-03713.78] 第一个就是什么情况之下可以解除
[03713.78-03714.78] 叫做情形
[03714.78-03717.70] 我说了河通解除他的根本原因就是什么
[03717.70-03720.78] 根本原因是河通的目的
[03721.78-03723.26] 无法实现了
[03724.54-03726.06] 我们在法律规定上
[03726.06-03728.74] 到底出现什么原因到这河通目的无法实现呢
[03728.74-03730.10] 第一个情视辩宫
[03730.10-03730.86] 对吧
[03730.86-03732.14] 形式辩宫
[03732.14-03733.66] 或者情视辩宫
[03733.66-03734.22] 都可以啊
[03734.22-03735.46] 情视辩宫
[03736.86-03740.06] 我说了最常见国家政策调整
[03740.06-03742.86] 或者出现了不可抗力对不对
[03742.86-03743.86] 这种情况之下
[03743.86-03746.46] 双方当中的人一方都想解出去
[03746.46-03748.06] 或者是我们提到的什么
[03748.06-03749.26] 或者我们提到的
[03749.26-03752.26] 你这个预期委员
[03752.26-03753.86] 我就直接说了预期委员了
[03753.86-03755.06] 我就不以大说案请了
[03755.06-03757.66] 我主要是重复了好几边这个案例
[03757.66-03759.26] 当然也都觉得我快摸几次了
[03759.26-03760.66] 或者他出现了我们所说的
[03760.66-03762.26] 预期委员的情况
[03762.26-03763.66] 又或者出现了什么
[03763.66-03765.66] 又或者出现了根本委员
[03765.66-03774.30] 吃鸭旅行或者是其他行为,你已经没有办法去搞他了。
[03774.30-03776.86] 那这个是我们所说的根本的语言,等等。
[03776.86-03782.62] 这个还有我们所说的吃鸭旅行,经推告认为旅行的。
[03782.62-03784.86] 吃鸭旅行,推告认为旅行的。
[03784.86-03789.34] 这集这种情况的话,我们说了后面这三种是非委员方。
[03791.34-03792.86] 想要解除选。
[03792.86-03795.94] 非委约方
[03795.94-03798.50] 想要解出去
[03798.50-03800.10] 如果在这里哪一个不要偷说
[03800.10-03801.06] 他们回忆一下
[03801.06-03802.86] 说这个不要偷说
[03802.86-03804.38] 这是根本的约的表偷说
[03804.38-03806.34] 因为在根本约当中会出现一种情况
[03806.34-03807.46] 就是你骗我
[03807.46-03810.26] 你可能欺账你原本给我宣传的挺好的
[03810.26-03812.06] 但结果给我的说啥都没有
[03812.06-03813.58] 那如果是这种情况下
[03813.58-03814.62] 过程根本约约的话
[03814.62-03816.30] 那小 A他可能想要
[03816.30-03818.46] 撤销他有撤销权
[03818.46-03820.50] 撤销权就是自使不存在了
[03820.50-03821.02] 对吧
[03821.02-03822.06] 他也可以形势什么
[03822.06-03825.26] 他也可以形使解除全
[03825.26-03828.74] 这个就是我们所说的情形
[03828.74-03832.90] 这是第一个情形以及我们所提到了谁可以解除合同
[03832.90-03834.46] 第二个合同解除的话
[03834.46-03836.94] 我们说了它的权力必须要形使
[03836.94-03838.34] 它的权力形使
[03838.34-03839.86] 首先第一个必须要表达出来
[03839.86-03842.58] 它就可以破裁或所破通知
[03842.58-03845.74] 但是这个形使也不是说你任何时间形容都用的
[03845.74-03848.42] 它受时间限制的方式见一年
[03848.42-03849.58] 那这是刑事
[03849.58-03852.70] 那如果一旦解除了和能会产生什么样的法律后果呢
[03854.06-03854.82] 那我们说了
[03854.82-03856.10] 它的法律后果呢
[03856.10-03859.02] 如果从就合同旅行来看的话
[03859.02-03860.46] 它就有两种情况
[03860.46-03863.02] 就合同旅行来看的话是稍微旅行的怎么办
[03863.02-03864.02] 又没有旅行了
[03864.02-03864.54] 不用了
[03864.54-03865.50] 中止旅行
[03865.50-03866.78] 那已经旅行的怎么办
[03866.78-03868.26] 想想那个平均协议
[03868.26-03870.50] 如果是它已经旅行了
[03870.50-03871.78] 那这种情况之下
[03871.78-03874.86] 你能恢复原状的恢复原状
[03874.86-03876.98] 不能恢复原状的不就错失
[03876.98-03878.62] 但是毕竟是他做错了
[03881.62-03882.34] 不就错实
[03882.34-03883.26] 毕竟是他做错了
[03883.26-03884.62] 你可不可以要求他培长
[03884.62-03885.02] 可以
[03885.02-03886.86] 这是就和同旅行来看
[03886.98-03888.58] 但就总体上来看的话
[03888.58-03889.50] 虽然合同解除了
[03889.50-03890.70] 但是不影响什么
[03890.94-03893.58] 不影响和同的效力
[03893.70-03896.74] 也不影响为约责任对不对
[03896.86-03898.18] 还有一个就是不影响什么
[03898.18-03899.26] 还有一个就是不影响
[03899.26-03900.30] 单暴责任
[03900.50-03901.50] 这个点达注意
[03901.50-03902.90] 而这里面比较喜欢考的
[03902.90-03904.58] 就是这个不影响和同效力
[03904.58-03908.92] 为了注意,这是我们所说的合同的解除合同的解除
