[00000.00-00003.40] 我们讲完了生物的基本支持之后
[03466.92-03468.24] 但是它容易指防
[03469.24-03471.24] 这个就叫做指融性的
[03472.72-03474.28] 同版细数A掉出来
[03474.28-03476.08] 在这个方向它考察一个B应吧
[03476.84-03478.24] 它是指融性的
[03478.24-03479.08] 指融性
[03479.08-03480.08] 标志出来
[03480.08-03481.72] 所以维生数A是指融性的
[03481.72-03482.56] 它能够干嘛
[03482.56-03484.08] 它说维生数四
[03484.08-03485.64] 视觉触见身体的发员
[03485.64-03488.24] 然后加强免力消除自由机等等
[03488.24-03489.52] 这是维A的作用
[03489.52-03491.12] 维生数A缺少了之后
[03491.12-03492.12] 它容易得什么病
[03492.12-03493.44] 这个点标志出来就行了
[03493.44-03494.84] 维生数A缺少之后
[03494.84-03496.84] 中柔裔的业盲正
[03496.84-03497.88] 等着业盲正
[03497.88-03499.32] 这说晚上看不见东西
[03499.32-03500.08] 哪有业盲正
[03500.08-03500.92] 当然业盲正
[03500.92-03502.40] 它有一传性的
[03502.40-03503.84] 业我们所说的这种缺乏的
[03503.84-03505.00] 我们这里面强调的是
[03505.00-03506.56] 缺乏文术素
[03506.56-03507.56] A素导致的
[03507.56-03508.92] 缺乏文术最导致的
[03508.92-03510.32] 业盲正可以吃什么呢
[03510.32-03511.56] 比如说吃干脏
[03511.56-03512.68] 吃干油
[03512.68-03513.72] 还有我们所说的
[03513.72-03514.56] 绿色蔬菜
[03514.56-03515.00] 当然了
[03515.00-03515.88] 不充微素素
[03515.88-03516.92] A还可以吃什么
[03516.92-03517.64] 我们尝说的
[03517.64-03518.56] 胡锣吧
[03518.56-03520.00] 那同位为想一想说
[03520.00-03520.48] 胡锣吧
[03520.48-03521.88] 为啥一定要炒这吃
[03521.88-03522.60] 人同时说
[03522.60-03524.44] 老师胡锣华炒得吃好吃
[03524.44-03525.64] 确实是好吃
[03525.64-03527.08] 但是另外一方面就是什么
[03527.08-03529.40] 胡锣华端中还有的大量的什么
[03529.40-03530.28] 没生素
[03530.28-03531.56] 比如说它有一些没生素
[03531.56-03532.60] A这样的东西
[03532.60-03535.00] 它只能容于支防
[03535.00-03537.52] 在这种情况之下才要炒得是
[03537.52-03539.56] 那当然胡锣华端中还有胡锣素之类的
[03539.56-03541.24] 所以大家这里面找过两个点
[03541.24-03543.08] 第一个就是微生素
[03543.08-03544.36] 它是指容性的
[03544.36-03546.64] 缺乏它容易导致也谋正
[03546.64-03547.56] 只是第一个点
[03547.56-03549.08] 第二点就是微生素
[03549.08-03549.60] B1
[03549.60-03551.00] 微微B1水容性的
[03551.00-03551.76] 这个不用管
[03551.76-03553.92] 他的功能出現正常的代謝
[03553.92-03555.44] 那北收速必須大家都知道
[03555.44-03556.56] 只要是瓜果蔬菜
[03556.56-03558.08] 他都有還有大量的北收速
[03558.08-03559.36] 這個也不用去管他
[03559.36-03561.96] 重點是在於缺乏北收速必須容易得什麼病
[03561.96-03562.80] 大注意下
[03562.80-03564.04] 缺乏北收速必須
[03564.04-03565.44] 他容易得97病
[03565.44-03566.92] 這個97病同分標準一下
[03566.92-03568.88] 他是一種神經性疾病
[03572.68-03574.44] 他是一種神經性疾病
[03574.44-03576.32] 注意他和我們所說的那種
[03576.32-03578.16] 真軍感染的97不一樣
[03578.16-03582.26] 现在旁边
[03582.26-03584.56] 它和真军感染的脚气不一样
[03584.56-03586.36] 真军感染的脚气大家都知道
[03586.36-03588.66] 就是脚有一点臭臭的对吧
[03588.66-03590.96] 然后这种属于真军感染
[03590.96-03592.96] 一句大家所说的这种香港脚
[03592.96-03594.56] 这个属于真军感染
[03594.56-03596.86] 而这里面的脚气病强调的是什么的
[03596.86-03598.16] 强调的是神经性的疾病
[03598.16-03599.16] 它说的是什么呢
[03599.16-03600.16] 就是当时
[03600.16-03602.16] 就是有欧洲有一些人
[03602.16-03604.16] 它就是生病了
[03604.16-03605.16] 但它生病了臭
[03605.16-03606.66] 它表现出来的症状是什么呢
[03606.66-03610.46] 這是四隻總帳 雙手 總帳 酸痛
[03610.46-03614.06] 這是四隻 經常會總帳 酸痛
[03614.06-03616.46] 而且會體現四隻無力的情況
[03616.46-03619.54] 所以當時這種病發動於神經墨蕩的
[03619.54-03621.46] 神經墨蕩的就是手和腳
[03621.46-03623.14] 所以在這裡面
[03623.14-03624.74] 就把它命位為腳氣病
[03624.74-03627.78] 著腳氣病是由於缺乏維收速畢醫所導致的
[03627.78-03629.46] 這種墨蕩的神經性幾病
[03629.46-03630.90] 但如果說這種腳氣病
[03630.90-03633.42] 它缺乏的維收速畢醫非常多
[03633.42-03635.38] 而缺乏的非常嚴重的話
[03635.38-03636.66] 那是相当之危险的
[03636.66-03637.94] 因为如果别说做
[03637.94-03639.42] 比于缺乏的非常多的话
[03639.42-03641.38] 这种神经性疾病就可能
[03641.38-03644.46] 扩展到人的内部循环系统当中
[03644.46-03647.54] 保持身上随这个脏气随节
[03647.54-03648.90] 脏气随节
[03648.90-03650.06] 也是有可能的
[03650.06-03651.14] 所以在这里大家注意一下
[03651.14-03651.86] 这个脏气病
[03651.86-03653.58] 它不是那种真军感染的脏气
[03653.58-03654.58] 你把它俩去分开
[03654.58-03655.34] 就可以了
[03655.34-03656.54] 这别说速必一
[03656.54-03657.74] 那别说速必二
[03657.74-03658.46] 大家也要知道
[03658.46-03660.14] 必足其实都是水融性的
[03660.14-03660.58] 在这里
[03660.58-03662.22] 去买别说速必二容易得
[03662.22-03664.18] 口车严证和口香会
[03664.18-03666.54] 嘴里面破了 口腰渴养了
[03666.54-03668.30] 你这时候吃个必要的时候就可以了
[03668.30-03669.30] 那这是我们所说的
[03669.30-03670.58] 为什么所有的必要
[03670.58-03672.08] 还有就是微生素C
[03672.08-03673.86] 美中素C的大家都知道
[03673.86-03675.70] 天天不微色 没什么效果
[03675.70-03676.42] 没白吧
[03676.42-03676.66] 对吧
[03676.98-03678.66] 所以你看一下可以烤眼化
[03678.66-03680.38] 猜予教人代表的河塘
[03680.38-03681.10] 这是微色
[03681.10-03682.18] 美中素C的话
[03682.18-03683.74] 缺乏它容易干嘛
[03683.74-03685.38] 这里没有两个点需要但是掌握
[03685.38-03688.38] 第一个就是缺乏微素C容易得会血病
[03688.38-03689.14] 会血病的话
[03689.14-03690.06] 大家都知道
[03690.06-03691.14] 最新使得旁边
[03691.14-03692.34] 还有另外壹个细节
[03692.34-03694.34] 幻解并是最早
[03695.34-03698.34] 在水手身上发现的
[03700.84-03702.34] 也是我们常说的
[03702.34-03705.54] 在海原航海的事情工作人员实际上发现的
[03705.54-03708.14] 当时说的啥的所有一个传达
[03708.14-03710.14] 他达了很多的水手
[03710.14-03711.54] 达了水手之后
[03711.54-03713.54] 水手在航舍台上飘过了很多天
[03713.54-03714.54] 靠了之后
[03714.54-03715.94] 这事人都不行了
[03715.94-03718.14] 状态得了什么特别严重的伦病
[03718.14-03718.94] 无力
[03718.94-03721.14] 身体的更像激动开始摔退
[03721.14-03722.94] 然后赶紧就给他们送到医院去了
[03722.94-03725.18] 结果医院的一通解查 先来发现
[03725.18-03726.50] 没啥大毛病
[03726.50-03727.50] 也不是中毒
[03727.50-03728.50] 也不是爱症
[03728.50-03730.06] 也不是赚气的病病
[03730.06-03731.22] 那咋就不行了
[03731.22-03733.22] 后来研究发现
[03733.22-03735.38] 他们在海上飘骨的时间太多了
[03735.38-03737.62] 就是吃不到新鲜的挂我书菜
[03737.62-03740.14] 藏气导致他们身体却发微生所谓
[03740.14-03742.50] 最终得了这种就叫做灰血病
[03742.50-03743.22] 所以大家注意一下
[03743.22-03744.18] 这是第一个微生素
[03744.18-03745.78] 灰血发 容易的灰血病
[03745.78-03746.98] 第二个就是
[03746.98-03748.58] 我们所说的微生素却发
[03748.58-03750.22] 彈于导致平雪
[03750.22-03753.22] 正平雪就只能使我们所说的缺体性比较
[03753.22-03754.94] 因为有一些铁里子
[03754.94-03757.22] 只能容于微生素塞
[03757.22-03758.06] 这种情况之下
[03758.06-03759.22] 如果缺了微生素塞的话
[03759.22-03759.94] 铁里子没有关系
[03759.94-03763.62] 这里面就容易造成缺体性平雪
[03763.62-03766.10] 幻血病和缺体性平雪
[03766.10-03767.94] 是我们经常会考的
[03767.94-03769.78] 但是我们不太常见的
[03769.78-03771.10] 这个点同情要注意一下
[03771.10-03771.94] 这微塞
[03771.94-03773.30] 微生素地的话
[03773.30-03774.66] 大家都知道出界
[03774.66-03775.78] 蓋的
[03775.78-03776.58] 吸收
[03776.58-03778.22] 所以在这里缺乏微生素地
[03778.22-03781.58] 他容易骨質疏疏、骨質軟化、溝露病
[03781.58-03783.02] 对吧,其实都是和什么有感的
[03783.02-03785.02] 和概制吸收有关
[03786.22-03787.74] 然后和概制吸收有关
[03787.74-03790.50] 对大家注意一下,这是我们所说的微生俗地
[03790.50-03792.82] 但微生俗地,它身上的考虑有两个
[03792.82-03795.22] 第一个就是缺乏微生俗地容易得什么病
[03795.22-03798.82] 第二个大家注意一下,微生俗地是这些微生俗里面
[03798.82-03800.62] 最特殊的一个,透震在哪呢?
[03800.62-03802.02] 它是唯一一个
[03804.22-03805.22] 可以
[03805.22-03808.46] 自行合成的卫生素
[03808.46-03814.62] 卫义一个人体可以自行合成卫生素
[03814.62-03819.06] 起来旁边叫卫义一个人体
[03819.06-03824.50] 可以自行合成的卫生素
[03824.50-03829.26] 其他的都需要吃 其他都需要吃东西才能合成的卫生素地不需要
[03829.26-03832.82] 老师在合成多去下下太阳就合成了
[03832.82-03835.06] 所以在这里大家注意一下 这是微生素地
[03835.06-03836.66] 微生素义没有什么好缩的
[03836.66-03838.62] 没人注意靠摔老效果比较好
[03838.62-03841.58] 所以高年其中和正然素素残电都吃维力
[03841.58-03843.46] 维抑还可以用来图脸 对吧
[03843.46-03846.30] 所以在这里面大家注意一下 这是微生素
[03846.30-03847.86] 大家掌握是缺什么
[03847.86-03848.86] 等什么病
[03849.86-03851.26] 这第一个微生素
[03851.26-03853.54] 除了微生素之外 六大样物质当中
[03853.54-03856.06] 还有一些物机盐 物机盐就是我们所说的
[03856.06-03856.86] 礒物质
[03856.86-03858.94] 人家所说的礒物质 或物机盐
[03858.94-03861.14] 它有微量元素和长料元素
[03861.14-03863.66] 微浪元素在这里同行稍微微印象
[03863.66-03865.18] 大概知道有哪些就行了
[03865.18-03866.38] 比如说点点
[03866.38-03867.74] 新西要服
[03867.74-03868.78] 等等
[03868.78-03870.30] 这些是我们比较长见的
[03870.30-03872.14] 同时把这些长见的机下来
[03872.14-03873.30] 这是微浪元素
[03873.30-03875.10] 微浪元素在考试的时候
[03875.10-03875.98] 也是考察
[03875.98-03876.38] 第一个
[03876.38-03878.38] 它到底属于微浪还长在元素
[03878.38-03879.46] 第二个的注意考察
[03879.46-03880.50] 确法重原素
[03880.50-03882.38] 它容易导致什么问题
[03882.38-03884.22] 首先在看这里看一下
[03884.22-03886.66] 比如说第一个就是点
[03886.66-03887.50] 这个点
[03887.50-03888.38] 大家注意一下
[03888.38-03890.86] 点它说是差于假装线素的合成
[03890.86-03893.74] 所以在这里面,它和假装线塑合成武关
[03893.74-03899.50] 如果说缺点,咱们说了大博字并,这个就叫做假装线种,这是缺乏
[03899.50-03903.60] 如果我们所说的这个,先不要处缺缺3
[03903.60-03908.22] 如果在这里,我们所说的点,我量的话,它中文一笈,假靠
[03908.22-03912.86] 大家有很多假靠的病人,它有一方面的中文是干吃不胖
[03912.86-03915.50] 所以这是我们所说的这个,第一个缺点
[03915.50-03920.22] 第二个缺点,缺点就不用说了,缺点的话,就中文一造成平雪,没什么好说的
[03920.22-03923.22] 第三个就是缺新 大家注意一下
[03923.22-03927.62] 缺新 新它能够干完 新它能够促进之里的发渊和生成
[03927.62-03933.22] 所以如果缺新的话 大家注意一下 可能大脑发渊不了 把这个新华出来
[03933.22-03938.22] 然后还有一个就是西 西 西 西 华卫成就位叫新造首故神
[03938.22-03940.22] 也是它是一种抗养化的人数
[03940.22-03947.22] 所以像我们所说的西 它如果身体当作是量的话 那身体的新造状况相远说比较好
[03947.22-03950.70] 所以像我们所说的这个西大助一下就记它缺乏
[03950.70-03953.06] 它缺乏就容易用发新浪贫和
[03953.06-03955.74] AV到随把这个点去给它飙住出来
[03956.38-03959.78] 我之前出差的时候遇到一个司机师傅
[03959.78-03961.30] 司机师傅老有意思了
[03961.30-03963.58] 上车的时候它就问我是干嘛的
[03963.58-03966.14] 然后说因为我要打车去酒店了
[03966.14-03967.74] 然后它就跟我去聊天
[03967.74-03969.62] 我说那我聊的时候我就问它
[03969.62-03971.54] 我说司傅这个是你的主页
[03971.54-03972.86] 就是开粗车
[03972.86-03974.10] 它说这不是我的主页
[03974.10-03976.30] 它说那我说我说你的主页是做什么的
[03976.30-03977.58] 他说他是开公司的
[03977.58-03978.90] 我说你开什么公司
[03978.90-03980.02] 然后他一看我这么问
[03980.02-03981.34] 他就性着就来了
[03981.34-03982.70] 他说他开了一家
[03982.70-03985.30] 什么个人家和国卖要的公司
[03985.30-03986.94] 我当时一听的话我就觉得
[03986.94-03987.98] 这多少是有一在
[03987.98-03989.02] 有一点
[03989.02-03991.22] 不太让人觉得非常的正确
[03991.22-03992.78] 然后他当时的过介绍就什么呢
[03992.78-03994.50] 这他们卖这种西片
[03994.50-03995.62] 就这个西
[03995.62-03997.02] 人卖这种西片
[03997.02-03997.66] 然后说呢
[03997.66-03999.10] 就给我行了老垮张了
[03999.10-04000.06] 然后当时的过说
[04000.06-04001.18] 阿姨这个西片
[04001.18-04001.98] 老利害了
[04001.98-04003.14] 说什么
[04003.14-04004.62] 那个意思是
[04004.62-04006.02] 他们遇到了一个病人
[04006.02-04009.26] 然后那个病人去北京大院去查的时候没有办法
[04009.26-04010.46] 人当然是心脏不好嘛
[04010.46-04012.62] 然后去那个邪会院去查的时候不行
[04012.62-04015.74] 看不了就回家就是做新浪大城人没有用
[04015.74-04017.34] 然后说后来吃完他们那个药
[04017.34-04019.46] 送了火湖的这一两份情没有了
[04019.46-04021.62] 什么高学指的也吃他们这个药也好了
[04021.62-04023.10] 高学药吃他们药也好了
[04023.10-04025.26] 还说那个意思的这个药就是哎呀
[04025.26-04026.98] 你们年轻人都不懂啊
[04026.98-04028.66] 这都是科技前眼
[04028.66-04029.26] 我当时一想
[04029.26-04031.54] 我不就是讲这种厂时的嘛
[04031.54-04033.30] 然后他还说你要不要考虑一下
[04033.30-04033.74] 入股
[04033.74-04034.94] 他给了我一张名片
[04034.94-04035.94] 我当然说不了
[04035.94-04036.26] 对吧
[04036.26-04040.18] 我没有这种从通过这种途径专大钱的信曲
[04040.18-04042.34] 但是虽然大哥
[04042.34-04044.06] 他就是他的事业里面
[04044.06-04047.10] 他把新的作弃的作用
[04047.10-04048.54] 可能有点程度的夸大
[04048.54-04049.86] 但是他确实没有说错
[04049.86-04051.66] 就是他对新造的作用
[04051.66-04053.06] 还是有一些的
[04053.06-04054.50] 所以在这里面大家注意一下
[04054.50-04056.74] 新造并和埃政却法他
[04056.74-04058.50] 很容易又发这两个问题
[04058.50-04061.70] 这时候我们所说的这几个
[04061.70-04062.74] 当然还有服务了
[04062.74-04063.62] 这个服务的话
[04063.62-04064.78] 我们看一下就行了
[04064.78-04066.82] 这个服大都这个牙高里有很多
[04066.82-04068.66] 所以如果牙齿缺服的话
[04068.66-04070.10] 这个就会长住牙
[04070.10-04071.18] 那就会长住牙
[04071.18-04072.58] 所以在这里大家注意一下
[04072.58-04074.06] 这是我们所说的这个
[04075.06-04076.10] 微量也素
[04076.10-04077.94] 无界当中除了微量也素之外
[04077.94-04079.18] 还有长量元素
[04079.18-04084.82] 长量元素就是养碳清淡蓋林甲
[04085.82-04087.06] 等等这一系列的
[04087.06-04088.42] 这是我们所说的长了也素
[04088.42-04089.98] 我们不要长见的这些
[04089.98-04091.78] 身体当中在日常收入的
[04091.78-04094.60] 这里面他考得也是啥呢?考得也是相应的
[04094.86-04095.36] 对应啊
[04095.62-04096.90] 在这些对应当中呢
[04097.16-04101.26] 这个大家说一些我们不太掌握或者不太熟悉的
[04101.52-04105.60] 那首先这个盖大家都知道确盖就是身体谷格不太好对吧
[04105.86-04108.68] 第二个呢就是林这个林大家一定要注意一下
[04108.94-04111.24] 这个林他如果缺乏的话很不一得验始症的
[04111.50-04112.52] 那很认得验始症
[04112.78-04117.88] 因为这个林它其实就是对于我们所说的身体的这种基本够成远定的做
[04117.88-04131.08] 但確領的話,中文一德,如果德驗室正的話,從某種成為來說,也可能會出現我們所說的幾無例的這種症狀,大家注意一下,這是我們所給到的林,第二個小大去實際的就是這個假,
[04131.08-04144.48] 但知道這個假的話,他們們假的含量收過多的話,容易,腦育血和高血壓,把腦育血的高血壓化出來,所以現在我們說了,那個零食當中,如果它的假的含量過高的話,大家一定要甚至,那的含量過高的話,也要甚至。
[04144.48-04146.12] 所以这是我们所说的讲
[04146.12-04147.80] 还有一个就是美
[04147.80-04150.84] 美的话在这里面它和训业的我们所说的这种
[04152.52-04154.40] 它的年仇度有另外关系 对吧
[04154.40-04157.48] 所以动卖中央用话的话就是因为确发美
[04157.48-04158.68] 所以这个美节的看一下
[04158.68-04160.60] 其实这些都没有太考过
[04160.60-04163.24] 长考的这是盖还有林还有讲
[04163.24-04165.64] 这几个是在考虑浪漏标常见的
[04165.64-04167.28] 好 那这种就是要给大家记得
[04167.28-04169.12] 介绍我们所说的这个人体
[04169.12-04170.84] 所以咱们来简单的回顾一下
[04170.84-04173.44] 全第一个我们讲的人体的九大系统
[04173.44-04174.86] 当然九大系统并不都讲
[04174.86-04176.30] 所以我们重点讲了
[04176.30-04178.40] 消化系统 神经系统
[04178.40-04180.68] 内分一系统以及循环系统
[04180.68-04182.52] 在这里面需要大家来看的
[04182.52-04184.42] 消化系统当中的第一个消化斗
[04184.42-04185.84] 对吧大厂和小厂
[04185.84-04188.08] 谁承 他们什么功能
[04188.08-04189.56] 第二个就是消化线
[04189.56-04191.00] 消化线当中都知道
[04191.00-04193.28] 所有消化线都分秘消化业
[04193.28-04196.38] 但并不是所有消化业当中都有消化没
[04196.38-04197.92] 只有胆支出外
[04197.92-04199.04] 其他的都有消化没
[04199.04-04199.84] 大家注意一下
[04199.84-04201.24] 这是第二个点
[04201.24-04202.36] 这是消化系统
[04202.36-04203.48] 当然还有神经系统
[04203.48-04204.88] 神系统同们重点掌握
[04204.88-04206.88] 条件反社和非条件反社
[04206.88-04209.12] 内分密系统可能会复杂一些
[04209.12-04210.56] 因为在内分密系统当中
[04210.56-04213.24] 我们要讲内分密线和外分密线的区分
[04213.24-04216.64] 就看是否有分密物是否可适
[04216.64-04217.52] 如果这个分密物
[04217.52-04219.12] 你是能够看到的
[04219.12-04220.56] 它就是我们所说的
[04220.56-04221.92] 外分密线
[04221.92-04224.48] 这内分密线当中我们重点讲了一线
[04224.48-04225.92] 一线给大家介绍了
[04225.92-04226.28] 对吧
[04226.28-04228.48] 它即使内分密线是外分密线
[04228.48-04230.80] 如果那分明線的話 行為還有1到
[04230.80-04232.56] 所以1到當中它有什麼
[04232.56-04234.08] 它有1高血糖素
[04234.08-04236.04] 這是1到速當中的一種
[04236.04-04237.60] 1高血糖素是升血糖
[04237.60-04239.84] 還有就是我們常說的這種1到速
[04239.84-04241.40] 它是降血糖的
[04241.40-04243.44] 而1到當中還有我們所說的
[04243.44-04244.20] 第期包
[04244.20-04245.56] 第期包是一直升長素
[04245.56-04247.04] 還有PV洗包等等
[04247.04-04248.88] 所以大家在這個地方一定要去分
[04248.88-04251.04] 也就是1到所分秘出來的基素
[04251.04-04252.48] 它有升血糖的
[04252.48-04253.32] 又降血糖的
[04253.32-04254.64] 我們剛才就給大家說了
[04254.64-04256.52] 升血糖的叫1高血糖素
[04256.52-04258.12] 降血糖的就說不所說的
[04258.12-04259.92] 而如果唐靠病人的话
[04259.92-04261.80] 就是因为它的这个一老肅分裏不足
[04261.80-04264.48] 那就要外人去涉入一道
[04264.48-04265.36] 就差真了
[04265.36-04267.08] 所以在这里面大家注意一下
[04267.08-04268.96] 去分一下这个一道的问题
[04268.96-04270.76] 还有最后一个就徐环系统
[04270.76-04271.92] 大家要找问的是
[04271.92-04274.84] 这个徐环系统当中的大徐环和小徐环
[04274.84-04276.88] 开头在哪 中间在哪
[04276.88-04278.76] 开头在哪和节目在哪 对吧
[04278.76-04280.48] 中间大概留进的是什么
[04280.48-04281.76] 大家注意这是第一个点
[04281.76-04283.56] 第二个点就是在这里要知道
[04283.56-04286.16] 是不是留在动卖当中的叫动卖选
[04286.16-04289.54] 不是通过这个循环当中我们都知道是看它的
[04289.54-04291.74] 还想量这是第一个循环系统
[04291.74-04294.08] 循环系统我们说了其中
[04294.08-04297.58] 循环系统它要保证人体正常的机能运行
[04297.58-04299.22] 人体正常机能运行的话
[04299.22-04300.38] 离不开血液
[04300.38-04303.22] 所以我们讲了血细包的购成以及功能
[04303.22-04304.60] 还讲了血型
[04304.60-04304.88] 对吧
[04304.88-04306.60] 所以在这里面大家注意一下
[04306.60-04310.34] 在我下面提到了中一的5-6幅了解下机客
[04310.34-04313.10] 最后一个点就人体的正常的机能
[04313.10-04315.30] 他离不开 六大 要物质
[04315.30-04316.58] 那这六大 要物质
[04317.42-04318.46] 大家要注意一下
[04318.46-04319.58] 那分别是
[04319.58-04321.50] 旁内淡白致 之防
[04321.50-04323.18] 还有我们所说的 微生素
[04323.18-04324.46] 无击言和水
[04324.46-04327.74] 那重点大家要掌握的就是微生素和无击言
[04327.74-04329.26] 它的一个对应
[04329.26-04331.94] 就是缺什么 容易得什么问题
[04331.94-04333.26] 在这考语对应
[04333.26-04336.10] 所以这是我们所说的一个关于人体的内容
[04336.10-04337.90] 通知我们就把他整理成一个表格
[04337.90-04339.58] 后面就严重这个表格去
[04339.58-04341.02] 副戏剪错就行了
[04341.02-04343.02] 那这个是我们所说的人体
